fid,tht_hg,bht_dm,wtrtb_bt,wdpt_nm,wdpt_cd,lng,lat
"453",6,16,3,양버즘나무,PTA,126.993098439,37.480958825
"454",7,26,6,느티나무,ZS,127.041154668,37.464079447
"455",6,30,5,느티나무,ZS,127.010495859,37.456575095
"456",9,28,8,양버즘나무,PTA,127.0388717,37.473251657
"457",5,12,2,메타세쿼이아,TB,127.002424152,37.475554145
"458",14,32,7,느티나무,ZS,127.033243589,37.484579816
"459",11,22,6,양버즘나무,PTA,127.003742016,37.500165539
"460",3,8,2,단풍나무,MP,126.984805005,37.485817343
"461",5,12,3,은행나무,GB,127.024851391,37.469813929
"462",7,18,4,은행나무,GB,126.995014362,37.493906051
"463",9,17,5,은행나무,GB,127.010940776,37.509424904
"464",5,10,2,은행나무,GB,127.005117249,37.50261853
"465",10,26,5,양버즘나무,PTA,127.00128572,37.48197877
"466",7,17,4,은행나무,GB,127.049097239,37.473190042
"467",10,29,7,양버즘나무,PTA,126.998314629,37.481481585
"468",7,21,5,은행나무,GB,127.042931998,37.474282387
"469",9,26,5,양버즘나무,PTA,127.026181415,37.493052039
"470",13,18,10,양버즘나무,PTA,126.999759658,37.508351282
"471",7,18,4,은행나무,GB,127.049992102,37.455452703
"472",7,21,4,양버즘나무,PTA,127.018470454,37.485633536
"473",6,28,7,느티나무,ZS,127.017184334,37.458465828
"474",9,16,5,메타세쿼이아,TB,127.020048818,37.510828414
"475",13,37,10,가중나무,AA,127.004723961,37.511377818
"476",6,10,3,은행나무,GB,127.067841623,37.432883629
"477",7,13,3,메타세쿼이아,TB,127.04188696,37.478467739
"478",6,32,6,메타세쿼이아,TB,127.022414283,37.462161507
"479",13,47,12,가중나무,AA,127.007840801,37.509745818
"480",7,22,5,양버즘나무,PTA,127.014538681,37.488083313
"481",13,39,6,양버즘나무,PTA,127.004276106,37.499462157
"482",8,21,4,양버즘나무,PTA,127.033270534,37.475027112
"483",7,27,5,메타세쿼이아,TB,127.021406714,37.461403364
"484",12,47,12,가중나무,AA,127.009907492,37.516765996
"485",7,14,2,은행나무,GB,127.011377511,37.51297429
"486",4,21,4,느티나무,ZS,127.044369733,37.464685937
"487",5,8,2,메타세쿼이아,TB,127.00648141,37.47716204
"488",13,14,5,은행나무,GB,127.003832155,37.50182457
"489",6,24,6,칠엽수,AC,127.013017842,37.497193813
"490",16,16,5,양버즘나무,PTA,127.037240116,37.481010385
"491",9,21,5,양버즘나무,PTA,127.028047379,37.488356546
"492",5,26,8,느티나무,ZS,127.030132133,37.492088439
"493",13,29,4,양버즘나무,PTA,127.025824175,37.487675937
"494",11,31,8,양버즘나무,PTA,127.035072195,37.484492648
"495",4,13,4,은행나무,GB,127.011918561,37.482737972
"496",13,27,5,양버즘나무,PTA,127.005107736,37.490574619
"497",9,27,5,양버즘나무,PTA,127.022161548,37.490744384
"498",4,13,4,은행나무,GB,127.011947117,37.482680481
"499",16,13,2,은행나무,GB,127.041379041,37.485072365
"500",9,24,5,양버즘나무,PTA,127.027380607,37.490546674
"501",5,8,4,단풍나무,MP,126.992570295,37.487510915
"502",8,19,8,양버즘나무,PTA,127.038602628,37.470529878
"503",7,26,4,메타세쿼이아,TB,127.028489993,37.46810192
"504",7,26,6,느티나무,ZS,127.020906487,37.460490912
"505",7,27,5,양버즘나무,PTA,126.990266029,37.479185367
"506",8,15,4,은행나무,GB,127.011113716,37.512808515
"507",7,15,3,은행나무,GB,126.99017603,37.49347595
"508",5,8,3,왕벚나무,PS,127.048786852,37.456432866
"509",8,21,4,느티나무,ZS,127.06127156,37.456723369
"510",9,21,5,양버즘나무,PTA,127.038921295,37.47152136
"511",8,26,4,은행나무,GB,127.016967838,37.515365924
"512",8,40,9,메타세쿼이아,TB,127.027840763,37.467204461
"513",8,27,8,칠엽수,AC,127.012178449,37.50086796
"514",9,12,1,은행나무,GB,127.017833237,37.515498683
"515",5,23,5,느티나무,ZS,126.983431525,37.476144108
"516",8,19,5,양버즘나무,PTA,127.027566814,37.492238061
"517",6,14,3,은행나무,GB,127.052321216,37.45145437
"518",10,24,7,양버즘나무,PTA,127.015139977,37.519178433
"519",5,10,2,메타세쿼이아,TB,126.990993674,37.474582543
"520",9,35,6,느티나무,ZS,127.058925931,37.457355276
"521",7,12,5,은행나무,GB,127.010911239,37.512543764
"522",6,20,5,은행나무,GB,127.050875799,37.454112486
"523",7,31,6,은행나무,GB,127.043688435,37.473544481
"524",8,34,6,양버즘나무,PTA,127.014837301,37.49390528
"525",9,29,4,은행나무,GB,127.002099493,37.482150639
"526",4,15,4,은행나무,GB,127.024418763,37.471353261
"527",8,28,6,느티나무,ZS,127.082392161,37.46321899
"528",13,33,12,느티나무,ZS,127.087350373,37.462595308
"529",10,26,5,은행나무,GB,127.000979568,37.481872726
"530",8,15,3,느티나무,ZS,127.04652716,37.462598454
"531",10,30,8,느티나무,ZS,127.033111065,37.484229981
"532",4,11,2,은행나무,GB,127.012073143,37.513212414
"533",6,17,3,은행나무,GB,127.04668994,37.459770002
"534",12,29,10,양버즘나무,PTA,127.029304507,37.493957127
"535",8,17,3,메타세쿼이아,TB,127.029192521,37.469023216
"536",7,37,5,양버즘나무,PTA,127.013429018,37.487950577
"537",12,31,9,양버즘나무,PTA,126.996673207,37.488560791
"538",12,42,7,양버즘나무,PTA,127.010439376,37.492823013
"539",8,28,5,양버즘나무,PTA,126.994664536,37.480624281
"540",7,24,4,양버즘나무,PTA,127.03084682,37.473961573
"541",10,27,5,양버즘나무,PTA,127.027992982,37.488859616
"542",14,17,6,은행나무,GB,127.018014179,37.48252607
"543",7,29,8,양버즘나무,PTA,127.022111312,37.496267715
"544",8,30,8,칠엽수,AC,127.01179673,37.501371974
"545",5,14,4,느티나무,ZS,127.023546762,37.48325758
"546",10,33,8,양버즘나무,PTA,127.032771546,37.469537726
"547",13,15,3,은행나무,GB,127.043381202,37.480654118
"548",4,9,2,은행나무,GB,127.024484115,37.469248703
"549",11,25,6,양버즘나무,PTA,126.98858582,37.492048562
"550",5,15,4,은행나무,GB,127.055729929,37.447375656
"551",6,10,3,은행나무,GB,127.067202698,37.433517792
"552",8,30,7,느티나무,ZS,127.046648612,37.462570331
"553",5,20,5,메타세쿼이아,TB,127.028942519,37.468975504
"554",9,29,8,느티나무,ZS,127.068203325,37.456199473
"555",7,18,5,칠엽수,AC,127.013335736,37.494731199
"556",8,29,6,느티나무,ZS,127.019884051,37.460474014
"557",11,25,6,양버즘나무,PTA,127.008017636,37.491613661
"558",7,12,2,은행나무,GB,127.058204358,37.444002697
"559",6,23,7,느티나무,ZS,127.053189468,37.460006567
"560",12,10,2,은행나무,GB,127.004481974,37.502378279
"561",6,26,6,느티나무,ZS,127.055236345,37.45912498
"562",7,14,2,은행나무,GB,127.036720475,37.461457987
"563",4,6,2,왕벚나무,PS,127.052463274,37.451162821
"564",9,27,7,양버즘나무,PTA,127.01209171,37.509649183
"565",6,20,3,양버즘나무,PTA,126.993580159,37.480387011
"566",7,19,5,은행나무,GB,127.049279404,37.473015544
"567",9,23,7,양버즘나무,PTA,126.991473908,37.483478375
"568",10,16,4,은행나무,GB,127.013173983,37.50283352
"569",6,11,2,은행나무,GB,127.066061287,37.434647387
"570",6,13,2,은행나무,GB,127.042644371,37.470452464
"571",11,33,7,양버즘나무,PTA,127.013474278,37.511914248
"572",8,32,3,양버즘나무,PTA,127.02663343,37.492159375
"573",8,31,5,양버즘나무,PTA,127.017315945,37.509776211
"574",10,29,5,양버즘나무,PTA,127.004472959,37.482563905
"575",9,21,1,은행나무,GB,127.014334251,37.484728151
"576",8,21,4,양버즘나무,PTA,127.032412942,37.474736619
"577",6,14,4,은행나무,GB,126.987934535,37.461775839
"578",10,36,10,양버즘나무,PTA,126.996435539,37.49918254
"579",10,32,10,양버즘나무,PTA,127.012801722,37.502675095
"580",9,29,6,느티나무,ZS,127.073404895,37.458236949
"581",5,10,2,메타세쿼이아,TB,127.004169666,37.476060564
"582",7,18,4,양버즘나무,PTA,127.034399886,37.468025098
"583",9,30,12,느티나무,ZS,127.030521246,37.483870174
"584",6,24,6,은행나무,GB,127.041884068,37.469932611
"585",8,34,3,양버즘나무,PTA,127.038863022,37.47038978
"586",7,18,4,은행나무,GB,127.036437954,37.461205147
"587",12,26,8,가중나무,AA,127.007429082,37.510009071
"588",14,39,12,가중나무,AA,127.011574456,37.518392704
"589",9,24,5,양버즘나무,PTA,127.013450951,37.511074734
"590",8,14,5,메타세쿼이아,TB,127.034578256,37.473743129
"591",7,28,10,느티나무,ZS,127.012193355,37.457059735
"592",7,25,6,은행나무,GB,127.04475516,37.472517243
"593",5,10,2,메타세쿼이아,TB,126.989332464,37.474754145
"594",14,25,5,양버즘나무,PTA,127.035972481,37.482309107
"595",9,20,5,은행나무,GB,127.010353862,37.510517412
"596",12,36,7,양버즘나무,PTA,127.012780806,37.493543551
"597",8,21,4,양버즘나무,PTA,127.02966248,37.485255791
"598",9,34,8,양버즘나무,PTA,127.035224339,37.467696221
"599",7,18,7,양버즘나무,PTA,127.014001262,37.491195621
"600",11,38,8,양버즘나무,PTA,127.009250133,37.48825354
"601",0,8,0,느티나무,ZS,127.039253306,37.485138284
"602",11,20,6,양버즘나무,PTA,127.007403858,37.49160419
"603",6,12,2,은행나무,GB,127.057694488,37.444485549
"604",10,26,5,양버즘나무,PTA,127.011321131,37.487311894
"605",9,33,7,양버즘나무,PTA,126.982471146,37.487355865
"606",7,33,5,양버즘나무,PTA,127.017702602,37.489243792
"607",6,15,3,은행나무,GB,127.052568647,37.450941675
"608",10,36,4,양버즘나무,PTA,126.994524321,37.498418959
"609",6,21,5,양버즘나무,PTA,126.992820178,37.481569914
"610",6,13,4,은행나무,GB,127.05609015,37.446872383
"611",9,31,5,양버즘나무,PTA,127.028684402,37.487818647
"612",13,34,6,양버즘나무,PTA,126.98880609,37.49559968
"613",8,18,8,양버즘나무,PTA,127.010690951,37.498756673
"614",7,16,5,은행나무,GB,127.05099011,37.453857637
"615",9,27,8,느티나무,ZS,127.081419947,37.460753973
"616",7,25,7,은행나무,GB,127.044419685,37.474496192
"617",6,38,10,느티나무,ZS,127.011609423,37.456848277
"618",8,26,7,양버즘나무,PTA,127.038869089,37.472104972
"619",8,24,6,은행나무,GB,126.994863923,37.480442752
"620",8,37,8,양버즘나무,PTA,127.037910067,37.469310613
"621",0,9,0,느티나무,ZS,127.021284963,37.482628226
"622",7,22,3,양버즘나무,PTA,127.02186964,37.502104786
"623",7,30,5,양버즘나무,PTA,126.989052213,37.47837037
"624",5,14,4,은행나무,GB,127.024900536,37.470855929
"625",8,12,3,은행나무,GB,127.025698909,37.494146252
"626",8,22,5,양버즘나무,PTA,127.038766144,37.470044371
"627",6,20,8,느티나무,ZS,127.00274298,37.492813483
"628",6,14,3,은행나무,GB,127.051166702,37.453531064
"629",7,27,6,칠엽수,AC,127.013573884,37.494857416
"630",12,37,10,양버즘나무,PTA,127.007552317,37.511134802
"631",6,26,7,느티나무,ZS,127.051349232,37.460797721
"632",14,22,8,양버즘나무,PTA,127.037322401,37.480985293
"633",8,30,6,양버즘나무,PTA,127.027552368,37.488409023
"634",8,22,6,느티나무,ZS,127.079362242,37.45987753
"635",13,35,12,양버즘나무,PTA,127.020577489,37.512248944
"636",11,29,8,느티나무,ZS,127.032910556,37.484201446
"637",9,30,5,느티나무,ZS,127.040867402,37.464330539
"638",13,38,12,가중나무,AA,127.006458721,37.512325362
"639",10,29,4,양버즘나무,PTA,127.005240431,37.481352762
"640",10,28,4,메타세쿼이아,TB,127.044291065,37.478082214
"641",15,23,7,은행나무,GB,127.018041293,37.482479102
"642",11,26,6,메타세쿼이아,TB,127.042780735,37.477091406
"643",7,10,2,은행나무,GB,127.050002431,37.455305072
"644",5,15,3,느티나무,ZS,127.044976908,37.46355998
"645",8,19,6,은행나무,GB,126.992501502,37.493634282
"646",12,29,7,양버즘나무,PTA,127.00952142,37.492542869
"647",12,29,8,양버즘나무,PTA,127.011212302,37.492790696
"648",3,18,4,은행나무,GB,127.029258019,37.493924757
"649",8,30,5,양버즘나무,PTA,127.024510991,37.496570212
"650",8,36,10,느티나무,ZS,127.012520165,37.480109082
"651",8,29,7,은행나무,GB,127.017855647,37.482778414
"652",14,21,4,양버즘나무,PTA,127.023622684,37.481607457
"653",13,22,6,느티나무,ZS,127.029041846,37.483660505
"654",8,21,4,양버즘나무,PTA,127.036047672,37.477599844
"655",12,47,12,가중나무,AA,127.014524855,37.520018458
"656",9,26,6,은행나무,GB,127.016574704,37.515101093
"657",12,46,11,양버즘나무,PTA,126.985713447,37.504025528
"658",10,37,12,양버즘나무,PTA,127.019986009,37.513863007
"659",7,21,7,칠엽수,AC,127.011913989,37.500856573
"660",12,37,8,양버즘나무,PTA,126.98266874,37.489072715
"661",9,21,6,느티나무,ZS,127.074680747,37.458352147
"662",11,19,5,양버즘나무,PTA,127.013406466,37.512433724
"663",7,28,6,칠엽수,AC,127.012390873,37.499958788
"664",4,17,1,은행나무,GB,126.996250554,37.480917689
"665",9,24,5,양버즘나무,PTA,127.015968845,37.485771394
"666",10,17,3,은행나무,GB,127.001713794,37.482054264
"667",7,24,6,양버즘나무,PTA,127.014407283,37.48886351
"668",6,13,4,은행나무,GB,127.067463259,37.43327502
"669",10,29,8,양버즘나무,PTA,127.020306615,37.495712916
"670",7,33,8,양버즘나무,PTA,127.022302009,37.496326722
"671",10,33,5,양버즘나무,PTA,127.005484807,37.496729705
"672",6,13,2,은행나무,GB,127.051452614,37.453225101
"673",12,43,10,양버즘나무,PTA,126.999193301,37.508560428
"674",6,15,4,느티나무,ZS,127.051554788,37.460707363
"675",6,15,4,은행나무,GB,127.052815685,37.450233305
"676",7,19,5,양버즘나무,PTA,126.988462315,37.478071986
"677",12,30,6,양버즘나무,PTA,127.00758526,37.491493879
"678",7,23,6,은행나무,GB,127.047844401,37.474401777
"679",10,26,10,양버즘나무,PTA,127.037466581,37.477524395
"680",8,14,3,은행나무,GB,127.020274449,37.510679056
"681",17,41,10,양버즘나무,PTA,127.022546652,37.482794678
"682",6,16,4,은행나무,GB,127.042700608,37.470614763
"683",7,11,8,은행나무,GB,127.007491086,37.492655297
"684",7,25,5,양버즘나무,PTA,127.003655219,37.482690782
"685",5,15,4,은행나무,GB,127.04247006,37.470331792
"686",11,36,6,양버즘나무,PTA,126.987001565,37.490994953
"687",7,30,7,은행나무,GB,127.042476858,37.474861307
"688",9,10,1,은행나무,GB,127.013535642,37.511430479
"689",12,32,12,가중나무,AA,127.011369046,37.516684317
"690",9,34,6,양버즘나무,PTA,127.007261477,37.492078773
"691",5,10,2,메타세쿼이아,TB,127.002640795,37.475658422
"692",7,19,6,회화나무,STJ,127.010502403,37.503609338
"693",9,32,8,느티나무,ZS,127.031593532,37.48255645
"694",10,24,8,양버즘나무,PTA,127.001347992,37.476088274
"695",7,16,5,은행나무,GB,126.994193276,37.493788311
"696",8,16,1,은행나무,GB,126.994125998,37.480225969
"697",12,31,6,양버즘나무,PTA,126.990094453,37.485636098
"698",9,32,5,양버즘나무,PTA,127.006214282,37.482970669
"699",6,11,2,은행나무,GB,127.067612111,37.433114009
"700",13,19,8,은행나무,GB,127.043264133,37.480908687
"701",6,29,6,메타세쿼이아,TB,127.025933074,37.46534587
"702",6,18,5,느티나무,ZS,127.051041985,37.460926928
"703",9,15,3,느티나무,ZS,127.059359616,37.457358718
"704",8,24,6,메타세쿼이아,TB,127.022248091,37.500919536
"705",8,26,5,양버즘나무,PTA,126.989936938,37.479051286
"706",11,28,8,양버즘나무,PTA,127.011908022,37.493002177
"707",4,38,10,느티나무,ZS,127.087566503,37.46245186
"708",8,20,5,느티나무,ZS,127.065749711,37.455628176
"709",9,24,5,양버즘나무,PTA,127.011046557,37.498907604
"710",7,11,4,은행나무,GB,127.045078393,37.472345431
"711",10,26,8,양버즘나무,PTA,127.010587437,37.485483375
"712",6,17,4,은행나무,GB,126.987867395,37.461549136
"713",11,44,8,양버즘나무,PTA,127.014044657,37.493543449
"714",10,19,4,양버즘나무,PTA,127.035689843,37.476203511
"715",7,27,5,양버즘나무,PTA,126.988323916,37.478002432
"716",12,38,10,양버즘나무,PTA,126.999224142,37.508497525
"717",7,20,7,회화나무,STJ,127.011331521,37.484734872
"718",5,20,5,느티나무,ZS,127.047879355,37.469448161
"719",0,9,0,느티나무,ZS,127.010464323,37.479526456
"720",8,35,7,은행나무,GB,127.042641236,37.473320983
"721",9,21,7,느티나무,ZS,127.058183967,37.457620273
"722",10,13,3,은행나무,GB,127.003942544,37.499202393
"723",6,30,6,칠엽수,AC,127.013246625,37.49622719
"724",0,9,0,느티나무,ZS,127.008386978,37.478474076
"725",4,18,5,느티나무,ZS,126.982558819,37.48523597
"726",5,17,3,느티나무,ZS,127.04834149,37.469787919
"727",13,40,12,느티나무,ZS,127.086072239,37.462174114
"728",6,15,4,은행나무,GB,127.052779932,37.450542153
"729",7,21,6,은행나무,GB,127.044737234,37.474702109
"730",6,33,9,메타세쿼이아,TB,127.028268302,37.467886335
"731",12,47,12,가중나무,AA,127.007197932,37.510427226
"732",7,26,5,양버즘나무,PTA,127.02720439,37.492275966
"733",7,20,3,양버즘나무,PTA,127.013540523,37.484412906
"734",6,15,2,메타세쿼이아,TB,127.010666637,37.50799436
"735",9,21,6,가중나무,AA,127.014736619,37.515081653
"736",7,21,4,칠엽수,AC,127.01340609,37.495549475
"737",10,29,5,양버즘나무,PTA,127.010738027,37.484054056
"738",10,29,10,양버즘나무,PTA,127.008574678,37.511629756
"739",9,12,4,은행나무,GB,127.012064185,37.513111783
"740",8,23,5,느티나무,ZS,127.071506782,37.457035732
"741",7,12,2,은행나무,GB,127.037342006,37.461870376
"742",7,18,5,양버즘나무,PTA,127.014603654,37.487834779
"743",13,34,8,양버즘나무,PTA,126.982193452,37.482598927
"744",10,36,8,양버즘나무,PTA,126.994383666,37.498368716
"745",7,26,6,칠엽수,AC,127.012445602,37.499711289
"746",3,28,3,느티나무,ZS,127.026392272,37.499906157
"747",9,24,8,느티나무,ZS,127.031595097,37.483339659
"748",8,23,5,느티나무,ZS,127.07583109,37.458728237
"749",4,24,5,느티나무,ZS,127.044054441,37.466088213
"750",8,17,3,은행나무,GB,127.037811019,37.461761203
"751",6,34,10,느티나무,ZS,127.011387193,37.456734509
"752",15,24,6,양버즘나무,PTA,127.036019927,37.482338994
"753",8,33,6,느티나무,ZS,127.054743315,37.45915088
"754",10,31,6,은행나무,GB,126.987524726,37.491626405
"755",10,15,3,은행나무,GB,127.044585339,37.477979439
"756",6,31,8,느티나무,ZS,127.021813759,37.460223435
"757",11,26,8,양버즘나무,PTA,126.993051576,37.488853792
"758",10,21,4,양버즘나무,PTA,127.033967193,37.475267358
"759",5,17,3,은행나무,GB,126.992356905,37.493518768
"760",13,53,12,느티나무,ZS,127.091038429,37.463806997
"761",7,18,10,양버즘나무,PTA,127.008179602,37.503829798
"762",11,10,1,은행나무,GB,126.993910431,37.498243878
"763",6,31,3,느티나무,ZS,127.029880597,37.484225509
"764",6,11,4,은행나무,GB,126.987816069,37.461366601
"765",10,26,4,양버즘나무,PTA,127.006659645,37.478426114
"766",8,25,6,메타세쿼이아,TB,127.035161583,37.473852205
"767",9,21,6,은행나무,GB,126.998243788,37.497202539
"768",11,33,7,양버즘나무,PTA,127.007041325,37.491503116
"769",9,18,8,양버즘나무,PTA,127.012393499,37.513241252
"770",5,10,2,메타세쿼이아,TB,127.006033696,37.476946715
"771",7,19,10,회화나무,STJ,127.010152789,37.504283188
"772",8,24,5,양버즘나무,PTA,127.030373363,37.489266556
"773",5,14,3,느티나무,ZS,126.985176826,37.485677698
"774",8,11,4,은행나무,GB,127.044352247,37.478529644
"775",7,13,2,은행나무,GB,127.011450656,37.513047954
"776",6,20,4,은행나무,GB,127.048951101,37.469725478
